MTnum,Start,End,numofTAs
MT2764,3002181,3004151,32
MT2765,3004286,3004966,13
MT2766,3004966,3005625,3
MT2767,3005642,3006310,12
MT2768,3006344,3006814,13
MT2769,3006858,3007562,10
MT2770,3007774,3008550,10
MT2771,3008628,3009089,5
MT2772,3009115,3009597,12
MT2773,3009608,3009907,4
MT2774,3010145,3010792,8
MT2775,3010808,3011638,11
MT2776,3011800,3012594,13
MT2777,3012777,3014360,21
MT2777.1,3014400,3014825,11
MT2778,3014759,3015139,10
MT2779,3015265,3015450,1
MT2780,3015515,3016486,28
MT2781,3016493,3016738,7
MT2782,3016781,3017224,11
MT2783,3017403,3018371,13
MT2784,3018501,3019190,7
MT2785,3019209,3020264,15
MT2786,3020377,3021780,23
MT2787,3022001,3022972,16
MT2788,3023034,3024056,19
MT2789,3024108,3024791,10
MT2790,3024806,3025297,10
MT2791,3025352,3025813,8
MT2792,3025979,3026473,5
MT2793,3026781,3027431,8
MT2794,3027459,3029555,29
MT2794.1,3029535,3029816,7
MT2795,3029845,3031035,27
MT2796,3031070,3032227,25
MT2797,3032181,3033848,25
MT2798,3033868,3034734,11
MT2799,3034762,3035703,15
MT2800,3035703,3036395,11
MT2801,3036507,3037409,11
MT2801.1,3037476,3037949,12
MT2802,3037960,3039309,8
MT2802.1,3039312,3039851,6
MT2803,3039924,3041459,16
MT2803.1,3041560,3041655,2
MT2803.2,3041756,3042607,22
MT2804,3042498,3043487,31
MT2805,3043500,3044033,6
MT2806,3043990,3046359,29
MT2807,3046458,3046808,4
MT2808,3046744,3046947,3
MT2808.1,3046961,3048220,7
MT2810,3048524,3048787,10
MT2812,3048849,3050210,24
MT2813,3050240,3051097,15
MT2814,3051145,3051954,12
MT2815,3051976,3052785,9
MT2816,3052918,3053253,2
MT2817,3053327,3053953,14
MT2818,3054014,3054505,7
MT2819,3054580,3057483,33
MT2820,3057538,3058353,12
MT2821,3058360,3059247,23
MT2822,3059240,3060913,19
MT2823,3060947,3061846,10
MT2824,3061918,3062667,9
MT2825,3062914,3063186,7
MT2826,3063186,3064805,37
MT2827,3064895,3065308,8
MT2828,3065308,3065571,5
MT2829,3065600,3065992,9
MT2830,3065992,3066258,2
MT2831,3066271,3067362,25
MT2832,3067362,3067778,5
MT2833,3067855,3068331,9
MT2834,3068405,3069202,22
MT2835,3069358,3070092,14
MT2836,3070313,3071092,6
MT2837,3071328,3071615,4
MT2838,3071619,3073004,25
MT2839,3072883,3073707,16
MT2840,3074034,3075239,16
MT2841,3075306,3075755,9
MT2842,3075844,3076314,11
MT2843,3076329,3077063,12
MT2844,3077077,3077487,3
MT2845,3077535,3078089,13
MT2846,3078099,3079187,19
MT2847,3079210,3080388,23
MT2848,3080438,3080905,9
MT2849,3080940,3081482,8
MT2850,3081542,3082654,25
MT2851,3082675,3083706,19
MT2852,3083770,3085083,13
MT2853,3085064,3087319,19
MT2854,3087676,3088188,6
MT2855,3088204,3088470,4
MT2856,3088629,3089621,14
MT2857,3089823,3091592,27
MT2858,3091680,3092363,7
MT2859,3092430,3093659,16
MT2860,3093688,3094887,23
MT2861,3094923,3096299,17
MT2862,3096302,3096880,6
MT2862.1,3097085,3097978,9
MT2863,3097978,3098658,9
MT2864,3098658,3099629,16
MT2865,3099777,3100340,5
MT2866,3100340,3102025,24
MT2867,3102032,3102376,3
MT2867.1,3102486,3103112,13
MT2868,3103134,3104780,20
MT2869,3104888,3105238,5
MT2870,3105501,3106571,9
MT2871,3106540,3107004,7
MT2872,3107186,3107812,7
MT2873,3107986,3108174,7
MT2874,3108376,3109527,11
MT2875,3109752,3110018,9
MT2876,3110126,3110434,8
MT2877,3110462,3110626,5
MT2878,3110928,3111461,2
MT2879,3111535,3112941,19
MT2880,3112941,3113750,11
MT2880.1,3114025,3114258,4
MT2880.2,3114311,3114634,6
MT2880.3,3114693,3115487,9
MT2881,3115357,3116238,23
MT2882,3116292,3116615,4
MT2882.1,3116770,3117141,1
MT2882.2,3117287,3117631,2
MT2883,3117832,3118170,14
MT2884,3118174,3119187,21
MT2885,3119203,3120492,32
MT2886,3120447,3121571,23
MT2887,3121571,3122476,19
MT2888,3122460,3123167,13
MT2889,3123180,3123551,13
MT2890,3123551,3126001,49
MT2891,3125986,3126927,18
MT2892,3127108,3127845,7
MT2893,3127925,3128812,11
MT2894,3128812,3129756,19
MT2895,3129819,3129932,1
MT2895.1,3130004,3130546,5
MT2896,3130546,3131289,7
MT2897,3131484,3132230,6
MT2898,3132315,3133394,10
MT2899,3133390,3134439,18
MT2900,3134701,3135525,9
MT2901,3135525,3136433,16
MT2902,3136523,3137830,23
MT2903,3137849,3138796,13
MT2904,3138834,3139382,8
MT2905,3139385,3142084,30
MT2906,3142173,3142469,7
MT2907,3142599,3143627,14
MT2908,3143639,3144187,7
MT2909,3144382,3144924,7
MT2910,3144924,3145409,4
MT2911,3145416,3147149,30
MT2912,3147253,3148842,32
MT2913,3148868,3150082,18
MT2914,3150362,3151732,25
MT2915,3151735,3152355,6
MT2916,3152379,3154208,16
MT2917,3154263,3154730,8
MT2918,3154792,3156270,21
MT2919,3156333,3158321,40
MT2921,3158361,3159398,18
MT2922,3159414,3160790,30
MT2923,3160893,3162008,15
MT2924,3162031,3162558,9
MT2925,3162795,3163568,12
MT2926,3163568,3164932,14
MT2927,3164932,3165729,16
MT2928,3165785,3167155,31
MT2929,3167318,3168172,15
MT2930,3168217,3168798,5
MT2931,3168956,3169147,1
MT2932,3169147,3169524,4
MT2933,3169612,3171465,25
MT2934,3171653,3172360,15
MT2935,3172616,3173467,12
MT2936,3173526,3174686,14
MT2937,3174706,3175917,21
MT2938,3175928,3177124,16
MT2939,3177536,3177976,10
MT2940,3178059,3178718,13
MT2941,3178817,3179005,1
MT2942,3179001,3181085,45
MT2943,3181184,3181762,12
MT2944,3181751,3182140,3
MT2945,3182165,3183025,20
MT2946,3183033,3183563,7
MT2947,3183740,3184831,18
MT2948,3184857,3185903,15
MT2949,3185800,3186354,16
MT2950,3186350,3186460,0
MT2951,3186529,3187347,10
MT2952,3187546,3188301,15
MT2953,3188322,3189701,17
MT2954,3189701,3190585,21
MT2955,3190584,3191000,8
MT2956,3191020,3192438,32
MT2957,3192448,3193260,9
MT2958,3193275,3194135,8
MT2958.1,3194312,3194929,11
MT2959,3194950,3196173,21
MT2960,3196190,3196330,3
MT2961,3196573,3197547,10
MT2962,3197550,3198494,12
MT2963,3198537,3199499,15
MT2964,3199421,3200587,20
MT2965,3200587,3202095,11
MT2966,3202098,3202520,4
MT2967,3202732,3203559,13
MT2968,3203562,3205898,33
MT2969,3205959,3206261,9
MT2970,3206318,3207109,11
MT2971,3207126,3208007,12
MT2972,3208068,3208406,4
MT2973,3208781,3209722,16
MT2974,3209821,3210510,10
MT2975,3210517,3211044,7
MT2976,3211061,3211300,6
MT2977,3211311,3211796,7
MT2978,3211983,3212423,10
MT2979,3212492,3213364,10
MT2980,3213430,3214014,10
MT2981,3214019,3215851,29
MT2982,3215923,3217731,30
MT2983,3217891,3218943,12
MT2984,3218863,3220437,10
MT2985,3220586,3222391,24
MT2986,3222408,3224831,26
MT2987,3224892,3225227,6
MT2988,3225227,3226657,20
MT2988.1,3226667,3226759,2
MT2989,3227194,3228459,13
MT2990,3228512,3232126,41
MT2991,3232141,3232419,1
MT2992,3232409,3232819,5
MT2993,3232811,3232954,2
MT2994,3232924,3233790,14
MT2995,3234152,3234871,11
MT2996,3234871,3235455,4
MT2997,3235545,3236285,12
MT2998,3236512,3237300,26
MT2998.1,3237290,3237598,7
MT2999,3238017,3239765,39
MT3000,3239765,3245392,81
MT3002,3245392,3250005,71
MT3003,3250005,3256568,84
MT3004,3256568,3262048,67
MT3005,3262057,3266520,68
MT3006,3266534,3267526,19
MT3007,3267526,3268392,23
MT3008,3268392,3269219,26
MT3009,3269269,3270534,29
MT3010,3270703,3277035,81
MT3011,3277655,3279394,46
MT3012,3279390,3282149,43
MT3013,3282109,3282321,2
MT3014,3282349,3282516,1
MT3015,3282784,3284022,11
MT3016,3284110,3284823,10
MT3017,3284947,3285645,10
MT3018,3285826,3290685,50
MT3021.1,3290673,3292160,22
MT3021,3292160,3294274,48
MT3022,3294294,3294929,25
MT3023,3294919,3296664,45
MT3024,3296935,3297249,4
MT3025,3297426,3298568,24
MT3026,3298761,3299570,16
MT3027,3299599,3300852,25
MT3028,3300989,3301585,12
MT3029,3301902,3302873,20
MT3030,3302987,3303715,18
MT3031,3303846,3304613,16
MT3032,3304594,3304731,3
MT3033,3304767,3304970,2
MT3034,3305036,3306319,24
MT3035,3306423,3307157,31
MT3036,3307275,3307622,7
MT3037,3307638,3308048,6
MT3038,3308095,3309441,21
MT3039,3309555,3310772,24
MT3041,3310848,3311777,17
MT3041.1,3311786,3312301,6
MT3042,3312363,3312602,8
MT3043,3312652,3313134,4
MT3044,3313223,3313786,7
MT3045,3313985,3317365,63
MT3046,3317393,3318022,11
MT3047,3318031,3318813,11
MT3048,3318895,3319821,15
MT3049,3320420,3321265,15
MT3050,3321345,3322055,12
MT3051,3322055,3324265,30
MT3052,3324271,3325680,20
MT3052.1,3325680,3325955,3
MT3052.2,3326173,3326364,1
MT3053,3326393,3327073,8
MT3055,3327109,3328107,9
MT3056,3328107,3329483,12
MT3057,3329486,3330067,7
MT3058,3330179,3330820,8
MT3058.1,3330823,3330996,3
MT3058.2,3331000,3331173,4
MT3059,3331176,3332294,14
MT3060,3332375,3333376,13
MT3061,3333495,3334136,6
MT3062,3334234,3336456,32
MT3063,3336542,3337492,15
MT3064,3337556,3338197,8
MT3065,3338413,3339006,10
MT3066,3339034,3340452,13
MT3067,3340422,3341222,11
MT3068,3341239,3342096,18
MT3069,3342359,3342847,6
MT3070,3343185,3344654,19
MT3071,3344654,3345370,9
MT3072,3345645,3346979,20
MT3073,3346837,3347844,10
MT3074,3347862,3349445,11
MT3075,3349475,3350914,16
MT3076,3351091,3351648,6
MT3077,3351627,3351926,4
MT3078,3351953,3352939,11
MT3080,3352987,3353643,8
MT3080.1,3353698,3353913,4
MT3081,3353963,3354973,14
MT3082,3355002,3355505,4
MT3083,3355508,3357361,15
MT3084,3357497,3358129,9
MT3085,3358071,3358907,21
MT3086,3359084,3360202,16
MT3087,3360214,3360921,10
MT3088,3361019,3361639,18
MT3089,3361642,3363168,19
MT3090,3363201,3364229,11
MT3091,3364328,3365809,23
MT3092,3365809,3366105,0
MT3093,3366124,3366843,9
MT3094,3366923,3368959,13
MT3095,3369029,3370039,9
MT3096,3370133,3370759,11
MT3097,3370869,3371231,10
MT3098,3371318,3371722,1
MT3099,3371758,3372081,4
MT3100,3372135,3373016,23
MT3101,3373049,3373978,27
MT3102,3373978,3374067,2
MT3103,3374233,3374406,2
MT3104,3374449,3374736,9
MT3105,3374774,3375079,8
MT3106,3375114,3376418,26
MT3106.1,3376418,3376828,9
MT3107,3377114,3378358,16
MT3108,3378524,3379624,13
MT3109,3379624,3380802,17
MT3110,3380902,3381813,10
MT3111,3381813,3382655,21
MT3112,3382814,3383767,11
MT3113,3383809,3384606,8
MT3114,3384837,3385658,11
MT3115,3385658,3387235,20
MT3116,3387270,3388511,10
MT3117,3388548,3388934,7
MT3118,3389116,3389661,3
MT3119,3389758,3390543,13
MT3120,3391115,3392194,18
MT3121,3392197,3392877,16
MT3122,3392953,3394026,15
MT3123,3394164,3395144,13
MT3124,3395158,3395919,10
MT3125,3395931,3396794,13
MT3126,3396794,3397654,9
MT3127,3397672,3398898,11
MT3128,3398939,3400657,26
MT3129,3400968,3401948,14
MT3130,3402021,3403058,20
MT3131,3403053,3403424,2
MT3131.1,3403398,3403553,0
MT3132,3403761,3404042,5
MT3133,3404143,3405114,23
MT3134,3405248,3406819,33
MT3135,3406819,3406956,4
MT3136,3406956,3407693,8
MT3137,3407824,3409998,58
MT3138,3409971,3410420,14
MT3139,3410458,3410694,8
MT3139.1,3410675,3411076,14
MT3140,3411160,3411741,7
MT3141,3411587,3412414,12
MT3142,3412427,3413464,20
MT3143,3413524,3414384,18
MT3144,3414451,3415161,10
MT3145,3415214,3416689,24
MT3145.1,3416638,3416763,1
MT3146,3417466,3418995,27
MT3147,3419055,3421217,23
MT3148,3421374,3422894,20
MT3149,3423033,3425306,30
MT3149.1,3425358,3425537,2
MT3150,3425618,3426040,9
MT3150.1,3426177,3426497,9
MT3151,3426497,3427102,10
MT3152,3427218,3427625,8
MT3153,3427772,3429412,32
MT3153.1,3429482,3429877,6
MT3154,3429877,3430254,8
MT3155,3430239,3431360,17
MT3156,3431408,3431503,3
MT3157,3431591,3432103,9
MT3158,3432122,3432475,4
MT3159,3432569,3433840,15
MT3160,3433843,3434763,16
MT3161,3434862,3435335,5
MT3162,3435331,3437139,37
MT3163,3437143,3437541,6
MT3164,3437563,3438387,17
MT3165,3438449,3441778,32
MT3166,3441758,3443065,20
MT3167,3443197,3444252,20
MT3168,3444294,3445778,26
MT3169,3445787,3446710,14
MT3170,3446710,3447537,4
MT3171,3447571,3448674,11
MT3172,3448712,3450130,14
MT3173,3450130,3451551,13
MT3174,3451551,3453059,22
MT3174.1,3453152,3453256,1
MT3174.2,3453562,3453861,4
MT3175,3454001,3454885,9
MT3176,3454906,3456594,15
MT3176.1,3456607,3457524,9
MT3177,3457553,3458559,16
MT3178,3458559,3459743,12
MT3179,3459768,3460241,8
MT3180,3460342,3461478,15
MT3181,3461576,3462886,28
MT3182,3463008,3463748,14
MT3183,3464211,3465059,6
MT3184,3465099,3465578,4
MT3185,3465584,3466474,18
MT3186,3466478,3467164,8
MT3186.1,3467211,3467684,8
MT3187,3467650,3468573,11
MT3188,3468566,3469678,16
MT3189,3469803,3471170,18
MT3190,3471177,3472757,22
MT3191,3472787,3473293,9
MT3192,3473418,3474521,42
MT3193,3474542,3474967,9
MT3194,3474967,3475476,13
MT3194.1,3475496,3475744,7
MT3195,3475870,3476535,8
MT3196,3476522,3477082,9
MT3197,3477184,3478491,16
MT3198,3478572,3479738,28
MT3199,3479770,3480600,15
MT3200,3480605,3480904,2
MT3201,3480928,3481368,12
MT3202,3481368,3481967,9
MT3203,3482305,3483504,26
MT3204,3483592,3483822,3
MT3205,3483885,3484352,7
MT3206,3484380,3484856,4
MT3207,3484965,3485102,0
MT3208,3485236,3486168,30
MT3209,3486275,3487447,21
MT3210,3487501,3487662,3
MT3211,3487607,3487918,2
MT3212,3487931,3488974,19
MT3214,3488967,3490238,30
MT3215,3490456,3490785,4
MT3216,3490774,3492162,27
MT3217,3492311,3493342,15
MT3218,3493328,3495061,31
MT3219,3495061,3495711,12
MT3220,3495742,3496545,9
MT3220.1,3496707,3496979,6
MT3220.2,3496971,3497213,4
MT3221,3497278,3498417,21
MT3222,3498432,3498761,11
MT3223,3498785,3498877,3
MT3224,3498877,3499656,8
MT3225,3499679,3500764,21
MT3226,3500847,3502250,22
MT3227,3502274,3503476,19
MT3228,3503579,3504547,16
MT3229,3504605,3505129,17
MT3230,3505138,3505536,4
MT3231,3505575,3506801,17
MT3233,3507166,3507549,12
MT3234,3507561,3508112,9
MT3235,3508190,3508819,14
MT3236,3508948,3510141,22
MT3237,3510141,3510896,9
MT3238,3510896,3512230,25
MT3239,3512275,3514647,27
MT3240,3514766,3515995,27
MT3241,3515991,3516623,23
MT3242,3516623,3517408,10
MT3243,3517408,3517704,6
MT3244,3517718,3519616,35
MT3245,3519613,3521274,33
MT3246,3521274,3522866,32
MT3247,3522878,3524686,26
MT3248,3524898,3526955,38
MT3249,3526974,3527648,8
MT3250,3527626,3528771,23
MT3251,3528844,3529278,6
MT3252,3529278,3530546,15
MT3253,3530579,3531538,12
MT3254,3531549,3532028,5
MT3255,3532028,3532990,16
MT3256,3533067,3533753,14
MT3257,3533735,3534868,19
MT3258,3534742,3535992,21
MT3259,3536120,3537481,18
MT3260,3537482,3538450,15
MT3261,3538518,3538997,17
MT3262,3539079,3539678,7
MT3263,3539771,3540475,13
MT3264,3540499,3541977,21
MT3265,3541980,3542996,15
MT3266,3543038,3543937,13
MT3267,3543915,3544427,9
MT3268,3544513,3544689,1
MT3269,3544670,3544960,4
MT3270,3545176,3546537,17
MT3270.1,3546597,3547007,8
MT3271,3546890,3547321,6
MT3272,3547327,3547776,6
MT3273,3547744,3547875,0
MT3274,3548067,3548348,1
MT3275,3548348,3548674,3
MT3275.1,3548937,3549095,3
MT3276,3549215,3549559,7
MT3277,3549559,3550176,8
MT3278,3550342,3551604,23
MT3279,3551772,3551978,8
MT3280,3552016,3552198,6
MT3281,3552231,3553262,19
MT3282,3553590,3553757,4
MT3283,3554464,3554925,4
MT3284,3554947,3555111,1
MT3285,3555101,3558076,82
MT3286,3558171,3559166,13
MT3287,3559268,3560683,17
MT3288,3560692,3561588,9
MT3289,3561603,3561800,1
MT3290,3561928,3563268,19
MT3290.1,3563308,3563595,4
MT3290.2,3563742,3563861,2
MT3291,3564016,3566115,35
MT3292,3566239,3566490,6
MT3293,3566509,3567666,12
MT3294,3567509,3568573,16
MT3295,3568638,3571940,48
MT3296,3571940,3575104,29
MT3297,3575181,3575396,4
MT3298,3575430,3576212,15
MT3299,3576218,3576520,4
MT3300,3576533,3577408,14
MT3301,3577438,3578613,24
MT3302,3578707,3579732,18
MT3303,3579907,3580590,10
MT3304,3580583,3580873,5
MT3305,3581174,3581734,9
MT3306,3581750,3582442,10
MT3307,3582701,3584281,24
MT3308,3584297,3585517,21
MT3309,3585599,3586396,11
MT3310,3586475,3587158,13
MT3311,3587158,3588273,16
MT3312,3588424,3588753,6
MT3313,3588699,3589148,5
MT3314,3589368,3590330,18
MT3315,3590613,3590864,4
MT3316,3590932,3592434,21
MT3317,3592454,3592690,3
MT3318,3592954,3593256,2
MT3319,3593256,3593804,7
MT3320,3593804,3594655,17
MT3321,3594751,3595596,16
MT3322,3595698,3595922,4
MT3323,3595919,3597340,28
MT3323.1,3597467,3598222,6
MT3324,3598277,3599626,8
MT3325,3599626,3600615,9
MT3326,3600654,3601934,24
MT3327,3602015,3603154,15
MT3328,3603267,3603773,6
MT3329,3603773,3604657,24
MT3330,3604684,3605283,12
MT3331,3605277,3606089,18
MT3332,3606200,3606838,6
MT3333,3606862,3608016,14
MT3334,3608024,3608503,8
MT3335,3608567,3609298,21
MT3337,3609368,3612562,56
MT3338,3612584,3615430,46
MT3339,3615512,3616168,13
MT3340,3616472,3617194,4
MT3341,3617151,3618008,4
MT3342,3618061,3619821,21
MT3343,3619812,3621512,20
MT3344,3621565,3622269,11
MT3345,3622321,3622962,10
MT3346,3623062,3624546,23
MT3347,3624654,3625343,13
MT3348,3625286,3625465,3
MT3349,3625473,3625640,4
MT3350,3625640,3626887,30
MT3351,3626999,3628483,25
MT3352,3628538,3629959,21
MT3353,3629943,3631166,21
MT3354,3631177,3632214,9
MT3355,3632214,3633608,24
MT3356,3633713,3634201,5
MT3357,3634216,3634740,5
MT3358,3634774,3635142,7
MT3359,3635442,3636434,14
MT3361,3636434,3637777,13
MT3362,3637881,3638012,2
MT3363,3638076,3639734,29
MT3364,3639800,3640876,17
MT3365,3640881,3641783,17
MT3366,3641797,3642708,17
MT3367,3642787,3644277,23
MT3368,3644319,3645005,13
MT3369,3644977,3645411,14
MT3370,3645425,3647578,17
MT3371,3647581,3648246,6
MT3372,3648347,3649528,19
MT3373,3649536,3651827,31
MT3374,3651822,3652988,19
MT3375,3653016,3653537,6
MT3376,3653537,3654823,10
MT3377,3654825,3655592,13
MT3377.1,3655553,3655840,5
MT3378,3656005,3656136,3
MT3379,3656113,3656910,6
MT3379.1,3656960,3658603,32
MT3380,3658629,3659054,3
MT3381,3659054,3659719,11
MT3382,3659763,3660653,19
MT3383,3660653,3661081,5
MT3384,3661192,3662991,26
MT3385,3663007,3663789,11
MT3386,3663789,3664223,3
MT3387,3664424,3664834,10
MT3388,3664872,3665246,7
MT3389,3665283,3666629,25
MT3390,3666683,3667132,11
MT3391,3667163,3668407,20
MT3392,3668437,3669918,16
MT3393,3670024,3670830,20
MT3394,3670901,3671563,12
MT3395,3671610,3676148,55
MT3396,3676155,3676919,10
MT3397,3676948,3677859,12
MT3398,3677889,3680864,48
MT3399,3680821,3681735,12
MT3400,3681750,3682412,10
MT3401,3682523,3684277,28
MT3402,3684361,3685773,19
MT3403,3685873,3686508,13
MT3404,3686533,3687699,20
MT3405,3687699,3688880,15
MT3406,3688945,3689748,11
MT3407,3689755,3691356,20
MT3408,3691364,3691984,8
MT3409,3692089,3692985,17
MT3410,3692976,3694268,18
MT3411,3694295,3695224,17
MT3412,3695247,3695414,3
MT3413,3695596,3695937,6
MT3414,3695978,3697071,12
MT3415,3697074,3698354,12
MT3416,3698354,3698752,5
MT3417,3698989,3699324,6
MT3418,3699324,3699755,4
MT3419,3699887,3701656,31
MT3420,3701659,3702447,8
MT3421,3702532,3702957,5
MT3422,3702964,3703203,3
MT3423,3703328,3703939,7
MT3424,3703939,3704601,15
MT3425,3704605,3705156,10
MT3426,3705135,3705506,2
MT3427,3705606,3706790,24
MT3427.1,3706821,3706934,0
MT3428,3707312,3708454,31
MT3429,3708555,3709070,10
MT3430,3709285,3711072,20
MT3431,3711011,3711856,11
MT3432,3711922,3713319,22
MT3433,3713391,3714605,19
MT3434,3714704,3716203,25
MT3435,3716314,3717351,5
MT3436,3717375,3717479,3
MT3437,3717547,3718341,10
MT3437.1,3718366,3718842,10
MT3438,3718864,3719301,9
MT3439,3719341,3720207,11
MT3440,3720231,3721238,15
MT3441,3721409,3722152,5
MT3442,3722225,3723451,26
MT3443,3723734,3725080,17
MT3444,3725095,3726231,15
MT3445,3726252,3726959,9
MT3447,3726974,3729258,45
MT3448,3729310,3730323,5
MT3449,3730484,3735004,45
MT3449.1,3734992,3735108,2
MT3449.2,3735336,3735428,2
MT3450,3735431,3735685,3
MT3453,3735918,3745415,121
MT3454,3745456,3745944,12
MT3455,3745996,3746484,3
MT3456,3746527,3747264,3
MT3456.1,3746819,3747946,16
MT3458,3748186,3759538,133
MT3459,3759572,3760363,15
MT3460,3760448,3760816,2
MT3461,3760962,3761303,7
MT3462,3761334,3761720,6
MT3463,3761740,3762030,4
MT3464,3762030,3762860,9
MT3465,3762996,3763268,5
MT3466,3763268,3763522,4
MT3467,3763567,3764754,18
MT3468,3764874,3765239,2
MT3469,3765242,3765790,5
MT3470,3765800,3766378,7
MT3471,3766362,3766727,8
MT3472,3766708,3767097,4
MT3474,3767097,3769724,33
MT3475,3769960,3770421,6
MT3476,3770680,3772563,25
MT3477,3772570,3773211,9
MT3478,3773210,3773641,7
MT3480,3773736,3777029,37
MT3481,3777164,3778501,24
MT3482,3778546,3779718,9
MT3483,3779718,3779876,2
MT3484,3779958,3780845,5
MT3485,3780853,3782277,22
MT3486,3782388,3783038,9
MT3487,3783083,3784585,58
MT3488,3784593,3785480,40
MT3489,3785492,3787325,38
MT3490,3787325,3788311,12
MT3491,3788314,3789375,20
MT3491.1,3789809,3789934,2
MT3492,3790120,3790512,3
MT3493,3790512,3790817,3
MT3494,3790966,3791667,11
MT3494.1,3791660,3792334,7
MT3495,3792395,3794719,23
MT3496,3794796,3795665,9
MT3497,3795739,3796446,12
MT3498,3796495,3798444,35
MT3499,3798451,3799311,13
MT3500,3799335,3800258,10
MT3501,3800319,3801794,14
MT3502,3801899,3802579,6
MT3503,3802578,3803216,10
MT3504,3803378,3804952,16
MT3505,3804967,3805872,19
MT3506,3805904,3806980,11
MT3507,3807003,3808046,18
MT3508,3808113,3808898,14
MT3509,3808916,3811273,36
MT3510,3811532,3812767,27
MT3510.1,3813001,3813093,4
MT3511,3813141,3814739,26
MT3512,3814759,3815460,10
MT3513,3815581,3816144,9
MT3514,3816206,3817090,17
MT3515,3817128,3817424,3
MT3516,3817433,3817831,7
MT3517,3817870,3819603,22
MT3518,3819662,3820786,14
MT3519,3820809,3822395,15
MT3520,3822506,3822613,3
MT3521,3822602,3823009,9
MT3522,3823025,3823921,5
MT3523,3823917,3824588,12
MT3524,3824573,3825397,10
MT3525,3825768,3826073,4
MT3526,3826151,3827767,16
MT3527,3827865,3828164,4
MT3528,3828434,3829465,12
MT3529,3829465,3829938,11
MT3530,3829938,3830561,12
MT3531,3830570,3831073,6
MT3532,3831073,3832296,21
MT3532.1,3832256,3832483,2
MT3532.2,3832593,3832952,10
MT3533,3833115,3833648,29
MT3534,3833595,3834755,23
MT3535,3834797,3834949,0
MT3536,3834977,3835081,3
MT3537,3835246,3836088,9
MT3538,3836324,3837703,22
MT3539,3837744,3839162,9
MT3540,3839167,3839877,11
MT3541,3839891,3840826,14
MT3542,3840967,3842838,30
MT3542.1,3842860,3843333,9
MT3543,3843346,3844185,12
MT3544,3844211,3845611,10
MT3545,3845617,3845925,8
MT3546,3845976,3847319,14
MT3547,3847447,3847899,7
MT3548,3847899,3848339,7
MT3549,3848575,3848874,3
MT3550,3848898,3849302,5
MT3551,3849268,3850479,15
MT3553,3850479,3854078,46
MT3554,3854300,3855700,26
MT3555,3855700,3857064,21
MT3556,3857035,3858480,15
MT3557,3858610,3859350,15
MT3559,3859385,3860077,7
MT3560,3860138,3860374,6
MT3561,3860349,3862034,42
MT3562,3862002,3862892,12
MT3563,3862840,3863379,6
MT3564,3863414,3864454,13
MT3565,3864609,3865211,13
MT3566,3865223,3865639,2
MT3567,3865646,3866017,9
MT3567.1,3866236,3866346,2
MT3568,3866382,3866600,5
MT3569,3866854,3867708,18
MT3570,3867784,3868776,23
MT3571,3868781,3869386,8
MT3572,3869472,3870137,12
MT3572.1,3870145,3871143,15
MT3573,3870821,3872209,22
MT3573.01,3872203,3872997,14
MT3573.02,3872997,3873392,5
MT3573.03,3873392,3874807,32
MT3573.04,3874928,3875398,10
MT3573.05,3875415,3875684,5
MT3573.06,3875684,3875995,4
MT3573.07,3876079,3876546,4
MT3573.08,3876723,3877232,8
MT3573.09,3877243,3877446,2
MT3573.10,3877457,3877561,0
MT3573.11,3877513,3878184,3
MT3573.12,3878235,3878657,3
MT3573.13,3878696,3878857,2
MT3573.14,3879066,3879383,3
MT3573.15,3879583,3879990,1
MT3573.16,3880021,3880146,0
MT3574,3880168,3881259,18
MT3575,3881266,3882267,12
MT3576,3882337,3883962,19
MT3577,3884001,3884552,6
MT3578,3884552,3885055,11
MT3579,3885141,3886022,11
MT3580,3886206,3887552,38
MT3580.1,3887551,3887649,1
MT3580.2,3887790,3887909,2
MT3581,3887925,3888218,5
MT3582,3888258,3889436,13
MT3583,3889490,3892714,42
MT3584,3892744,3894258,30
MT3585,3894328,3895014,10
MT3586,3895159,3895938,10
MT3587,3895985,3896644,10
MT3588,3896907,3898445,27
MT3589,3898457,3899335,10
MT3590,3899562,3900050,8
MT3591,3900009,3900989,19
MT3592,3901499,3901819,5
MT3593,3901904,3902065,3
MT3594,3902134,3903567,30
MT3595,3903721,3904296,11
MT3596,3904299,3904778,10
MT3597,3904781,3905506,13
MT3598,3905509,3907200,25
MT3599,3907214,3908365,13
MT3600,3908365,3909714,26
MT3601,3909717,3910787,18
MT3602,3910780,3911829,12
MT3603,3911832,3913031,31
MT3604,3913054,3913893,22
MT3605,3913931,3914641,10
MT3606,3914862,3915872,14
MT3607,3915900,3916088,2
MT3608,3916303,3917502,20
MT3609,3917530,3918648,12
MT3610,3918722,3920227,25
MT3612,3920401,3924552,42
MT3612.1,3924807,3929951,39
MT3613,3930124,3931669,21
MT3614,3931669,3932502,16
MT3615.1,3932862,3938558,52
MT3615.2,3938693,3939346,15
MT3615.3,3939392,3943042,29
MT3615.4,3943394,3943609,3
MT3616,3943609,3945252,30
MT3617,3945326,3946114,7
MT3618,3946411,3947049,12
MT3619,3947110,3948225,11
MT3620,3948215,3948433,3
MT3621,3948470,3949498,16
MT3622,3949570,3950571,16
MT3622.1,3950590,3951651,18
MT3623,3951671,3952852,18
MT3624,3952897,3953925,20
