Rv#,Product,Gene ,Sub-classification
2871,conserved hypothetical protein,,Conserved Hypotheticals
2872,conserved hypothetical protein,,Conserved Hypotheticals
2873,surface lipoprotein Mpt83,mpt83,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2874,integral membrane protein,,MMM: Other membrane proteins
2875,major sereted immunogenic protein Mpt70 precursor,mpt70,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2876,Hypothetical protein,,Unknowns
2877,possible mercury resistance transport system,,Cell Process: Transport/Binding: cations
2878,secreted protein Mpt53,mpt53,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2879,conserved hypothetical protein,,Conserved Hypotheticals
2880,conserved hypothetical protein,,Conserved Hypotheticals
2881,phosphatidate cytidylyltransferase,cdsA,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2882,ribosome recycling factor,frr,MMM: Protein translation and modification
2883,uridylate kinase,pyrH,SMM: Pyrimidine ribonucleotide biosynthesis
2884,two-component response regulator,,SMM: Two component systems
2885,transposase,,Other: IS elements: Others
2886,resolvase,,Other: IS elements: Others
2887,transcriptional regulator (MerR family),,SMM: Repressors/activators
2888,putative amidase,amiC,Other: Miscellaneous phosphatases; lyases and hydrolases
2889,elongation factor EF-Ts,tsf,MMM: Protein translation and modification
2890,30S ribosomal protein S2 ,rpsB,MMM: Ribosomal protein synthesis and modification
2891,Hypothetical protein,,Unknowns
2892,PPE-family protein,PPE,Other: PPE family of proteins
2893,similar to alkanal monooxygenase alpha chain,,SMM: Misc oxidoreductases and oxygenases
2894,integrase/recombinase,xerC,Other: IS elements: Phage related functions
2895,similar to proteins involved in vibriobactin uptake,viuB,SMM: Iron Utilization
2896,conserved hypothetical protein,,Conserved Hypotheticals
2897,conserved hypothetical protein,,Conserved Hypotheticals
2898,conserved hypothetical protein,,Conserved Hypotheticals
2899,affects formate dehydrogenase-N,fdhD,SMM: Respiration- anaerobic
2900,molybdopterin-containing oxidoreductase,fdhF,SMM: Respiration- anaerobic
2901,Hypothetical protein,,Unknowns
2902,ribonuclease HII,rnhB,MMM: Degradation of RNA
2903,signal peptidase I,lepB,Cell Process: Protein and peptide secretion
2904,50S ribosomal protein L19,rplS,MMM: Ribosomal protein synthesis and modification
2905,slight similarity to beta-lactamase,lppW,MMM: Cell membrane-Lipoproteins
2906,tRNA (guanine-N1)-methyltransferase,trmD,MMM: Aminoacyl tRNA synthases and their modification
2907,16S rRNA processing protein,rimM,MMM: Ribosome modification and maturation
2908,conserved hypothetical protein,,Conserved Hypotheticals
2909,30S ribosomal protein S16,rpsP,MMM: Ribosomal protein synthesis and modification
2910,conserved hypothetical protein,,Conserved Hypotheticals
2911,penicillin bindin protein ,dacG,MMM: Murein sacculus and peptidoglycan
2912,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
2913,probable D-amino acid aminohydrolase,,SMM: Degradation of Amino acids and amines
2914,serine-threonine protein kinase,pknI,SMM: Ser/Thr protein kinases and phosphoprotein phosphatases
2915,conserved hypothetical protein,,Conserved Hypotheticals
2916,signal recognition particle protein,ffh,Cell Process: Protein and peptide secretion
2917,conserved hypothetical protein,,Conserved Hypotheticals
2918,uridylyltransferase,glnD,SMM: Amino acid synthesis-Glutamate family
2919,nitrogen regulatory protein,glnB,SMM: Repressors/activators
2920,putative ammonium transporter,amt,Cell Process: Transport/Binding: cations
2921,cell division protein FtsY,ftsY,Cell Process: Cell division
2922,member of Smc1/Cut3/Cut14 family,smc,Cell Process: Cell division
2923,conserved hypothetical protein,,Conserved Hypotheticals
2924,formamidopyrimidine-DNA glycosylase,fpg,MMM: DNA replication; repair; recombination and restriction/modification
2925,RNAse III,rnc,MMM: Degradation of RNA
2926,Hypothetical protein,,Unknowns
2927,conserved hypothetical protein,,Conserved Hypotheticals
2928,thioesterase,tesA,SMM: Polyketide and non-ribosomal peptide synthesis
2929,Hypothetical protein,,Unknowns
2930,acyl-CoA synthase,fadD26,SMM: Degradation of fatty acids
2931,phenolpthiocerol synthesis (pksB),ppsA,SMM: Polyketide and non-ribosomal peptide synthesis
2932,phenolpthiocerol synthesis (pksC),ppsB,SMM: Polyketide and non-ribosomal peptide synthesis
2933,phenolpthiocerol synthesis (pksD),ppsC,SMM: Polyketide and non-ribosomal peptide synthesis
2934,phenolpthiocerol synthesis (pksE),ppsD,SMM: Polyketide and non-ribosomal peptide synthesis
2935,phenolpthiocerol synthesis (pksF),ppsE,SMM: Polyketide and non-ribosomal peptide synthesis
2936,similar to duanorubicin resistance ABC-transporter,drrA,Cell Process: Efflux proteins
2937,similar to duanorubicin resistance transmembrane ,drrB,Cell Process: Efflux proteins
2938,similar to duanorubicin resistance transmembrane ,drrC,Cell Process: Efflux proteins
2939,PKS-associated protein; unknown function,papA5,SMM: Polyketide and non-ribosomal peptide synthesis
2940,mycocerosic acid synthase,mas,SMM: Polyketide and non-ribosomal peptide synthesis
2941,acyl-CoA synthase,fadD28,SMM: Degradation of fatty acids
2942,conserved large membrane protein,mmpL7,MMM: Conserved membrane proteins
2943,HP,,Other: IS elements: Others
2944,HP,,Other: IS elements: Others
2945,lipoprotein,lppX,MMM: Cell membrane-Lipoproteins
2946,polyketide synthase,pks1,SMM: Polyketide and non-ribosomal peptide synthesis
2947,polyketide synthase,pks15,SMM: Polyketide and non-ribosomal peptide synthesis
2948,acyl-CoA synthase,fadD22,SMM: Degradation of fatty acids
2949,Hypothetical protein,,Unknowns
2950,acyl-CoA synthase,fadD29,SMM: Degradation of fatty acids
2951,putative oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
2952,glycosyltransferase,,Other: Miscellaneous Transferases
2953,conserved hypothetical protein,,Conserved Hypotheticals
2954,Hypothetical protein,,Unknowns
2955,conserved hypothetical protein,,Conserved Hypotheticals
2956,conserved hypothetical protein,,Conserved Hypotheticals
2957,similarity to glycosyltransferase,,Other: Miscellaneous Transferases
2958,similar to variety of glycosyltransferase,,Other: Miscellaneous Transferases
2959,some similarity to methyltransferases,,Other: Miscellaneous Transferases
2960,Hypothetical protein,,Unknowns
2961,conserved hypothetical protein,,Conserved Hypotheticals
2962,similarity to a variety of glycosyltransferases,,Other: Miscellaneous Transferases
2963,integral membrane protein,,MMM: Other membrane proteins
2964,formyltetrahydrofolate deformylase,purU,SMM: Purine ribonucleotide biosynthesis
2965,lipopolysaccharide core biosynthesis protein,kdtB,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2966,conserved hypothetical protein,,Conserved Hypotheticals
2967,pyruvate carboxylase,pca,SMM: Energy Metabolism-TCA cycle
2968,integral membrane protein,,MMM: Other membrane proteins
2969,possible transmembrane protein,,MMM: Other membrane proteins
2970,probable lipase/esterase,lipN,MMM: Esterases and Lipases
2971,oxidoreductase of Aldo/keto reductase family,,SMM: Misc oxidoreductases and oxygenases
2972,Hypothetical protein,,Unknowns
2973,ATP-dependent DNA helicase,recG,MMM: DNA replication; repair; recombination and restriction/modification
2974,conserved hypothetical protein,,Conserved Hypotheticals
2975,conserved hypothetical protein,,Conserved Hypotheticals
2976,uracil-DNA glycosylase,ung,MMM: DNA replication; repair; recombination and restriction/modification
2977,probable thiamine-monophosphate kinase,thiL,SMM: Biosyn of Thiamine
2978,transposase,,Other: IS elements: Others
2979,resolvase,,Other: IS elements: Others
2980,Hypothetical protein,,Unknowns
2981,D-alanine: D-alanine  ligase A,ddlA,MMM: Murein sacculus and peptidoglycan
2982,glycerol-3-phosphate dehydrogenase,gpdA2,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2983,conserved hypothetical protein,,Conserved Hypotheticals
2984,polyphosphate kinase,ppk,SMM: Degradation of phosphorous compounds
2985,MutT homologue,mutT1,MMM: DNA replication; repair; recombination and restriction/modification
2986,DNA-binding protein II,hupB,MMM: Nucleoproteins
2987,3-isopropylmalate dehydratase small subunit,leuD,SMM: Amino acid synthesis-Branched aa
2988,3-isopropylmalate dehydratase large subunit,leuC,SMM: Amino acid synthesis-Branched aa
2989,transcriptional regulator (lclR family),,SMM: Repressors/activators
2990,Hypothetical protein,,Unknowns
2991,conserved hypothetical protein,,Conserved Hypotheticals
2992,glutamyl-tRNA synthase,gltS,MMM: Aminoacyl tRNA synthases and their modification
2993,conserved hypothetical protein,,Conserved Hypotheticals
2994,probable fluoroquinolone efflux protein,,Cell Process: Efflux proteins
2995,3-isopropylmalate dehydrogenase,leuB,SMM: Amino acid synthesis-Branched aa
2996,D-3-phosphoglycerate dehydrogenase,serA,SMM: Amino acid synthesis-Serine family
2997,putatuve dehydrogenase,,SMM: Misc oxidoreductases and oxygenases
2998,Hypothetical protein,,Unknowns
2999,lipoprotein highly similar to MTCY19H5.18c,lppY,MMM: Cell membrane-Lipoproteins
3000,conserved hypothetical protein,,Conserved Hypotheticals
3001,ketol-acid reductoisomerase,ilvC,SMM: Amino acid synthesis-Branched aa
3002,acetolacetate synthase I small subunit,ilvN,SMM: Amino acid synthesis-Branched aa
3003,acetolacetate synthase I large subunit,ilvB,SMM: Amino acid synthesis-Branched aa
3004,Hypothetical protein,,Unknowns
3005,conserved hypothetical protein,,Conserved Hypotheticals
3006,M. leprae lipoprotein MLCB637.17c,lppZ,MMM: Cell membrane-Lipoproteins
3007,Hypothetical protein,,Unknowns
3008,Hypothetical protein,,Unknowns
3009,glu-tRNA-gln amidotransferase; subunit A,gatB,MMM: Aminoacyl tRNA synthases and their modification
3010,phosphofructokinase I ,pfkA,SMM: Energy metabolism-Glycolysis
3011,glu-tRNA-gln amidotransferase; subunit B,gatA,MMM: Aminoacyl tRNA synthases and their modification
3012,glu-tRNA-gln amidotransferase; subunit C,gatC,MMM: Aminoacyl tRNA synthases and their modification
3013,conserved hypothetical protein,,Conserved Hypotheticals
3014,DNA ligase,ligA,MMM: DNA replication; repair; recombination and restriction/modification
3015,conserved hypothetical protein,,Conserved Hypotheticals
3016,lipoprotein,lpqA,MMM: Cell membrane-Lipoproteins
3017,conserved hypothetical protein,,Conserved Hypotheticals
3018,PPE-family protein,PPE,Other: PPE family of proteins
3019,similar to Esat6,,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3020,PE-family protein,PE,Other: PE family: PE subfamily
3021,PPE-family protein,PPE,Other: PPE family of proteins
3022,PPE-family protein,PPE,Other: PPE family of proteins
3023,possible IS1081 transposase,,Other: IS elements: IS1085
3024,conserved hypothetical protein,,Conserved Hypotheticals
3025,NifS-like protein,,Other: Miscellaneous Transferases
3026,some similarity to acyltransferase Q59601,,Other: Miscellaneous Transferases
3027,Hypothetical protein,,Unknowns
3028,electron transfer flavoprotein [alpha] subunit,fixB,SMM: Respiration-Electron Transport
3029,electron transfer flavoprotein [beta] subunit,fixA,SMM: Respiration-Electron Transport
3030,conserved hypothetical protein,,Conserved Hypotheticals
3031,conserved hypothetical protein,,Conserved Hypotheticals
3032,conserved hypothetical protein,,Conserved Hypotheticals
3033,Hypothetical protein,,Unknowns
3034,conserved hypothetical protein,,Conserved Hypotheticals
3035,Hypothetical protein,,Unknowns
3036,probable secreted protein,,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3037,Hypothetical protein,,Unknowns
3038,Hypothetical protein,,Unknowns
3039,enoyl-CoA hydratase/isomerase superfamily,echA17,SMM: Degradation of fatty acids
3040,Hypothetical protein,,Unknowns
3041,ABC transporter,,MMM: Other membrane proteins
3042,C-term similar to phosphoserine phosphatase,serB2,SMM: Amino acid synthesis-Serine family
3043,cytochrome c oxidase polypeptide I ,ctaD,SMM: Respiration- aerobic
3044,putative FeIII-dicitrate transporter,fecB,Cell Process: Transport/Binding: cations
3045,alcohol dehydrogenase ,adhC,SMM: Misc oxidoreductases and oxygenases
3046,conserved hypothetical protein,,Conserved Hypotheticals
3047,Hypothetical protein,,Unknowns
3048,ribonucleoside-diphosphate small subunit,nrdG,SMM: 2'-deoxyribonucleotide metabolism
3049,probable monooxygenase,,SMM: Misc oxidoreductases and oxygenases
3050,putative transcriptional regulator,,SMM: Repressors/activators
3051,ribonucleoside diphosphate reductase [alpha] chain,nrdE,SMM: 2'-deoxyribonucleotide metabolism
3052,NrdI/YgaO/YmaA family,nrdI,SMM: 2'-deoxyribonucleotide metabolism
3053,glutaredoxin electron transport component of NrdEF,nrdH,SMM: 2'-deoxyribonucleotide metabolism
3054,conserved hypothetical protein,,Conserved Hypotheticals
3055,putative transcriptional regulator,,SMM: Repressors/activators
3056,DNA-damage-inducible protein,dinP,MMM: DNA replication; repair; recombination and restriction/modification
3057,possible ketoacyl reductase,,SMM: Misc oxidoreductases and oxygenases
3058,putative transcriptional regulator,,SMM: Repressors/activators
3059,possible lanosterol 14-demethylase cytochrome P450,,Other: Cytochrome P450 enzymes
3060,transcriptional regulator (GntR family),,SMM: Repressors/activators
3061,acyl-CoA dehydrogenase,fadE22,SMM: Degradation of fatty acids
3062,DNA ligase,ligB,MMM: DNA replication; repair; recombination and restriction/modification
3063,starvation-induced stress response protein,cstA,Cell Process: Adaptations and atypical conditions
3064,conserved hypothetical protein,,Conserved Hypotheticals
3065,resistance to ethidium bromide],emrE,Cell Process: Efflux proteins
3066,putative transcriptional regulator,,SMM: Repressors/activators
3067,conserved hypothetical protein,,Conserved Hypotheticals
3068,phosphomannomutase,pgmA,SMM: Degradation of Carbon compounds
3069,unknown membrane protein,,MMM: Other membrane proteins
3070,unknown membrane protein (3 TM segments),,MMM: Other membrane proteins
3071,Hypothetical protein,,Unknowns
3072,similar to alkanal monooxygenase beta chains,,SMM: Misc oxidoreductases and oxygenases
3073,conserved hypothetical protein,,Conserved Hypotheticals
3074,conserved hypothetical protein,,Conserved Hypotheticals
3075,conserved hypothetical protein,,Conserved Hypotheticals
3076,conserved hypothetical protein,,Conserved Hypotheticals
3077,probable arylsulfatase,atsF,SMM: Intermediate Metabolism-of sulphur
3078,unknown transporter,,MMM: Other membrane proteins
3079,probable monooxygenase,,SMM: Misc oxidoreductases and oxygenases
3080,serine-threonine protein kinase,pknK,SMM: Ser/Thr protein kinases and phosphoprotein phosphatases
3081,Hypothetical protein,,Unknowns
3082,putative virulence regulatory protein (AraC/XylS),virS,SMM: Repressors/activators
3083,probable monooxygenase,,SMM: Misc oxidoreductases and oxygenases
3084,probable acetyl-hydrolase,lipR,MMM: Esterases and Lipases
3085,short chain alcohol dehydrogenase,,SMM: Misc oxidoreductases and oxygenases
3086,zinc-containing alcohol dehydrogenase,adhD,SMM: Misc oxidoreductases and oxygenases
3087,conserved hypothetical protein,,Conserved Hypotheticals
3088,conserved hypothetical protein,,Conserved Hypotheticals
3089,acyl-CoA synthase,fadD13,SMM: Degradation of fatty acids
3090,Hypothetical protein,,Unknowns
3091,Hypothetical protein,,Unknowns
3092,probable membrane protein,,MMM: Other membrane proteins
3093,Hypothetical protein,,Unknowns
3094,conserved hypothetical protein,,Conserved Hypotheticals
3095,putative transcriptional regulator,,SMM: Repressors/activators
3096,Hypothetical protein,,Unknowns
3097,PE-family protein,PE,Other: PE family: PE subfamily
3098,Hypothetical protein,,Unknowns
3099,Hypothetical protein,,Unknowns
3100,probable small protein b,smpB,Other: Virulence
3101,membrane protein ,ftsX,Cell Process: Cell division
3102,membrane protein   ,ftsE,Cell Process: Cell division
3103,Hypothetical protein,,Unknowns
3104,conserved hypothetical protein,,Conserved Hypotheticals
3105,peptide chain release factor 2,prfB,MMM: Protein translation and modification
3106,adrenodoxin and NADPH ferredoxin reductase,fprA,SMM: Respiration-Electron Transport
3107,some similarity to D-lactate dehydrogenase,,SMM: Misc oxidoreductases and oxygenases
3108,Hypothetical protein,,Unknowns
3109,molybdenum cofactor biosynthesis; protein A,moaA,SMM: Biosyn of Molybdopterin
3110,molybdenum cofactor biosynthesis; protein B,moaB ,SMM: Biosyn of Molybdopterin
3111,molybdenum cofactor biosynthesis; protein C,moaC2,SMM: Biosyn of Molybdopterin
3112,molybdopterin converting factor subunit 1,moaD ,SMM: Biosyn of Molybdopterin
3113,Hypothetical protein,,Unknowns
3114,Hypothetical protein,,Unknowns
3115,possible IS1081 transposase,,Other: IS elements: IS1086
3116,molybdopterin biosynthesis,moeB,SMM: Biosyn of Molybdopterin
3117,thiosulfate sulfurtransferase,cysA3,SMM: Amino acid synthesis-Serine family
3118,thiosulfate sulfurtranferase,sseC ,SMM: Intermediate Metabolism-of sulphur
3119,molybdopterin-converting factor subunit 2,moaE2,SMM: Biosyn of Molybdopterin
3120,slight similarity to methyltransferases,,Other: Miscellaneous Transferases
3121,probable cytochrome P450,,Other: Cytochrome P450 enzymes
3122,Hypothetical protein,,Unknowns
3123,Hypothetical protein,,Unknowns
3124,transcriptional regulator (AfsR/DndI/RedD family),,SMM: Repressors/activators
3125,PPE-family protein,PPE,Other: PPE family of proteins
3126,Hypothetical protein,,Unknowns
3127,conserved hypothetical protein,,Conserved Hypotheticals
3128,conserved hypothetical protein,,Conserved Hypotheticals
3129,conserved hypothetical protein,,Conserved Hypotheticals
3130,conserved hypothetical protein,,Conserved Hypotheticals
3131,conserved hypothetical protein,,Conserved Hypotheticals
3132,sensor histidine kinase,,SMM: Two component systems
3133,two-component response regulator,,SMM: Two component systems
3134,conserved hypothetical protein,,Conserved Hypotheticals
3135,PPE-family protein,PPE,Other: PPE family of proteins
3136,PPE-family protein,PPE,Other: PPE family of proteins
3137,probable monophosphatase,,Other: Miscellaneous phosphatases; lyases and hydrolases
3138,similar to pyruvate lyase activating protein,pflA,SMM: Misc oxidoreductases and oxygenases
3139,acyl-CoA dehydrogenase,fadE24,SMM: Degradation of fatty acids
3140,acyl-CoA dehydrogenase,fadE23,SMM: Degradation of fatty acids
3141,3-hydroxyacyl-CoA dehydrogenase,fadB4,SMM: Degradation of fatty acids
3142,Hypothetical protein,,Unknowns
3143,putative sensory transduction protein,,SMM: Two component systems
3144,PPE-family protein,PPE,Other: PPE family of proteins
3145,NADH dehydrogenase chain A,nuoA,SMM: Respiration- aerobic
3146,NADH dehydrogenase chain B,nuoB,SMM: Respiration- aerobic
3147,NADH dehydrogenase chain C,nuoC,SMM: Respiration- aerobic
3148,NADH dehydrogenase chain D,nuoD,SMM: Respiration- aerobic
3149,NADH dehydrogenase chain E,nuoE,SMM: Respiration- aerobic
3150,NADH dehydrogenase chain F,nuoF,SMM: Respiration- aerobic
3151,NADH dehydrogenase chain G,nuoG,SMM: Respiration- aerobic
3152,NADH dehydrogenase chain H,nuoH,SMM: Respiration- aerobic
3153,NADH dehydrogenase chain I,nuoI,SMM: Respiration- aerobic
3154,NADH dehydrogenase chain J,nuoJ,SMM: Respiration- aerobic
3155,NADH dehydrogenase chain K,nuoK,SMM: Respiration- aerobic
3156,NADH dehydrogenase chain L,nuoL,SMM: Respiration- aerobic
3157,NADH dehydrogenase chain M,nuoM,SMM: Respiration- aerobic
3158,NADH dehydrogenase chain N,nuoN,SMM: Respiration- aerobic
3159,PPE-family protein,PPE,Other: PPE family of proteins
3160,putative transcriptional regulator,,SMM: Repressors/activators
3161,putative dioxygenase,,SMM: Misc oxidoreductases and oxygenases
3162,probable membrane protein  ,,Cell Process: Transport/Binding: cations
3163,probable membrane protein,,MMM: Other membrane proteins
3164,transcriptional regulator; MoxR homologue,moxR3,SMM: Repressors/activators
3165,Hypothetical protein,,Unknowns
3166,conserved hypothetical protein,,Conserved Hypotheticals
3167,putative transcriptional regulator,,SMM: Repressors/activators
3168,conserved hypothetical protein,,Conserved Hypotheticals
3169,conserved hypothetical protein,,Conserved Hypotheticals
3170,probable flavin-containing monoamine oxidase,,SMM: Misc oxidoreductases and oxygenases
3171,probable non-heme haloperoxidase,hpx,Cell Process: Detoxification
3172,Hypothetical protein,,Unknowns
3173,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
3174,putative oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
3175,probable amidase  ,,Other: Miscellaneous phosphatases; lyases and hydrolases
3176,probable esterase/lipase,lipS,MMM: Esterases and Lipases
3177,probable non-heme haloperoxidase,,Cell Process: Detoxification
3178,conserved hypothetical protein,,Conserved Hypotheticals
3179,conserved hypothetical protein,,Conserved Hypotheticals
3180,Hypothetical protein,,Unknowns
3181,conserved hypothetical protein,,Conserved Hypotheticals
3182,conserved hypothetical protein,,Conserved Hypotheticals
3183,putative transcriptional regulator,,SMM: Repressors/activators
3184,possible IS6110 transposase,,Other: IS elements: IS6132
3185,possible IS6110 transposase,,Other: IS elements: IS6133
3186,possible IS6110 transposase,,Other: IS elements: IS6134
3187,possible IS6110 transposase,,Other: IS elements: IS6135
3188,conserved hypothetical protein,,Conserved Hypotheticals
3189,conserved hypothetical protein,,Conserved Hypotheticals
3190,Hypothetical protein,,Unknowns
3191,HP,,Other: IS elements: Others
3192,Hypothetical protein,,Unknowns
3193,probable integral membrane protein,,MMM: Other membrane proteins
3194,conserved hypothetical protein,,Conserved Hypotheticals
3195,conserved hypothetical protein,,Conserved Hypotheticals
3196,Hypothetical protein,,Unknowns
3197,probable ABC transporter,,MMM: Other membrane proteins
3198,putative UvrD,uvrD2,MMM: DNA replication; repair; recombination and restriction/modification
3199,conserved hypothetical protein,,Conserved Hypotheticals
3200,putative potassium channel,,MMM: Other membrane proteins
3201,probable ATP-dependent DNA helicase,,MMM: DNA replication; repair; recombination and restriction/modification
3202,similar to UvrD proteins,,MMM: DNA replication; repair; recombination and restriction/modification
3203,probable lipase,lipV,MMM: Esterases and Lipases
3204,probable methyltransferase,,Other: Miscellaneous Transferases
3205,Hypothetical protein,,Unknowns
3206,probably involved in molybdopterin biosynthesis,moeZ,SMM: Biosyn of Molybdopterin
3207,Hypothetical protein,,Unknowns
3208,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
3209,conserved hypothetical protein,,Conserved Hypotheticals
3210,Hypothetical protein,,Unknowns
3211,probable ATP-dependent RNA helicase,rhlE,MMM:RNA synthesis; RNA modification and DNA transcription
3212,Hypothetical protein,,Unknowns
3213,possible role in chromosome segregation,,Cell Process: Cell division
3214,weak similarity to many phosphoglycerate mutases,entD,SMM: Iron Utilization
3215,probable isochorismate synthase,entC,SMM: Iron Utilization
3216,possible acyltransferase,,Other: Miscellaneous Transferases
3217,probable membrane protein,,MMM: Other membrane proteins
3218,conserved hypothetical protein,,Conserved Hypotheticals
3219,WhiB transcriptional activator homologue,whiB1,SMM: Repressors/activators
3220,sensor histidine kinase,,SMM: Two component systems
3221,possible biotin carboxyl carrier,,SMM: Biosyn of fatty and mycolic acids
3222,conserved hypothetical protein,,Conserved Hypotheticals
3223,ECF family sigma subunit,sigH,MMM:RNA synthesis; RNA modification and DNA transcription
3224,putative oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
3225,probable aminoglycoside-3'-phosphotransferases,,Other: Antibiotic production and resistance
3226,conserved hypothetical protein,,Conserved Hypotheticals
3227,3-phosphoshikimate 1-carboxyvinyl transferase,aroA,SMM: Amino acid synthesis-Aromatic
3228,conserved hypothetical protein,,Conserved Hypotheticals
3229,acyl-[ACP]-desaturase,desA3,SMM: Modification of fatty & mycolic acids
3230,similar to various oxygenases,,SMM: Misc oxidoreductases and oxygenases
3231,Hypothetical protein,,Unknowns
3232,alternative sigma factor for siderophore production,,MMM:RNA synthesis; RNA modification and DNA transcription
3233,conserved hypothetical protein,,Conserved Hypotheticals
3234,conserved hypothetical protein,,Conserved Hypotheticals
3235,Hypothetical protein,,Unknowns
3236,probable glutathione-regulated potassium-efflux,kefB,Cell Process: Transport/Binding: cations
3237,possible potassium channel protein,,Cell Process: Transport/Binding: cations
3238,unknown; possible membrane protein,,MMM: Other membrane proteins
3239,possible antibiotic efflux proteins,,MMM: Other membrane proteins
3240,SecA; preprotein translocase subunit,secA,Cell Process: Protein and peptide secretion
3241,member of S30AE ribosomal protein family,,MMM: Ribosomal protein synthesis and modification
3242,conserved hypothetical protein,,Conserved Hypotheticals
3243,Hypothetical protein,,Unknowns
3244,lipoprotein,lpqB,MMM: Cell membrane-Lipoproteins
3245,sensor histidine kinase,mtrB,SMM: Two component systems
3246,two-component response regulator,mtrA,SMM: Two component systems
3247,thymidylate kinase,tmk,SMM: 2'-deoxyribonucleotide metabolism
3248,adenosylhomocysteinase,sahH,SMM: Intermediate Metabolism-of sulphur
3249,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
3250,rebredoxin B,rubB,SMM: Respiration-Electron Transport
3251,rebredoxin A,rubA,SMM: Respiration-Electron Transport
3252,possible alkane-1-monooxygenase,,SMM: Misc oxidoreductases and oxygenases
3253,probable cationic amino acid transporter,,Cell Process: Transport/Binding: amino acids
3254,slight similarity to squalane,,SMM: Misc oxidoreductases and oxygenases
3255,mannose-6-phosphate isomerase,manA,SMM: Degradation of Carbon compounds
3256,Hypothetical protein,,Unknowns
3257,phosphomannomutase,pmmA,SMM: Degradation of Carbon compounds
3258,Hypothetical protein,,Unknowns
3259,Hypothetical protein,,Unknowns
3260,WhiB transcriptional activator homologue,whiB2,SMM: Repressors/activators
3261,conserved hypothetical protein,,Conserved Hypotheticals
3262,conserved hypothetical protein,,Conserved Hypotheticals
3263,probable DNA methylase,,MMM: DNA replication; repair; recombination and restriction/modification
3264,glucose-1-phosphate thymidyltransferase,rmlA2,SMM: Intermediate Metabolism-sugar nucleotides
3265,dTDP-rhamnosyl transferase,wbbl2,SMM: Intermediate Metabolism-sugar nucleotides
3266,dTDP-4-dehydrorhamnose reductase,rmlD,SMM: Intermediate Metabolism-sugar nucleotides
3267,conserved hypothetical protein,,Conserved Hypotheticals
3268,Hypothetical protein,,Unknowns
3269,possible heat shock protein,,Cell Process: Chaperones/Heat Shock
3270,cation transport ATPase,ctpC,Cell Process: Transport/Binding: cations
3271,Hypothetical protein,,Unknowns
3272,conserved hypothetical protein,,Conserved Hypotheticals
3273,C-term similar to carbonic anhydrase,,Other: Miscellaneous phosphatases; lyases and hydrolases
3274,acyl-CoA dehydrogenase,fadE25,SMM: Degradation of fatty acids
3275,phosphoribosylaminoimidazole carboxylase,purE,SMM: Purine ribonucleotide biosynthesis
3276,phosphoribosylaminoimidazole carboxylase ATPase,purK,SMM: Purine ribonucleotide biosynthesis
3277,conserved hypothetical protein,,Conserved Hypotheticals
3278,conserved hypothetical protein,,Conserved Hypotheticals
3279,biotin apo-protein ligase,birA,SMM: Biosynthesis of Biotin
3280,acetyl/propionyl CoA carboxylase [beta] subunit,accD5,SMM: Biosyn of fatty and mycolic acids
3281,conserved hypothetical protein,,Conserved Hypotheticals
3282,conserved hypothetical protein,,Conserved Hypotheticals
3283,thiosulfate sulfurtranferase,sseA,SMM: Intermediate Metabolism-of sulphur
3284,conserved hypothetical protein,,Conserved Hypotheticals
3285,acetyl/propionyl CoA carboxylase [alpha] subunit,accA3,SMM: Biosyn of fatty and mycolic acids
3286,ECF subfamily sigma subunit,sigF,MMM:RNA synthesis; RNA modification and DNA transcription
3287,anti-sigma B factor,rsbW,MMM:RNA synthesis; RNA modification and DNA transcription
3288,conserved hypothetical protein,,Conserved Hypotheticals
3289,Hypothetical protein,,Unknowns
3290,lysine-[epsilon] aminotransferase,lat,Other: Antibiotic production and resistance
3291,transcriptional regulator (Lrp/AsnC family),,SMM: Repressors/activators
3292,conserved hypothetical protein,,Conserved Hypotheticals
3293,aldehyde dehydrogenase,aldB,SMM: Misc oxidoreductases and oxygenases
3294,Hypothetical protein,,Unknowns
3295,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
3296,ATP-dependent  helicase,lhr,MMM: DNA replication; repair; recombination and restriction/modification
3297,probable endonuclease VIII,nei,MMM: DNA replication; repair; recombination and restriction/modification
3298,similar to MTCI376.03c,lpqC,MMM: Cell membrane-Lipoproteins
3299,probable arylsulfatase,atsB,SMM: Intermediate Metabolism-of sulphur
3300,probable deaminase; riboflavin synthesis,,SMM: Biosyn of Riboflavin
