gene,length,class
2155,348,Conserved Hypotheticals
2156,951,Conserved Hypotheticals
2157,999,Conserved Hypotheticals
2158,1359,Conserved Hypotheticals
2159,1476,Other: PE family: PGRS subfamily
2160,1656,Conserved Hypotheticals
2160.1,171,noRV
2161,2865,MMM: DNA replication; repair; recombination and restriction/modification
2162,834,Conserved Hypotheticals
2163,438,Conserved Hypotheticals
2164,255,Conserved Hypotheticals
2165,297,Other: IS elements: IS6118
2165.1,99,Other: IS elements: IS6119
2166,297,Other: PE family: PE subfamily
2167,732,Other: PPE family of proteins
2168,129,noRV
2169,747,MMM: Degradation of Proteins; peptides and glycopeptides
2170,876,MMM: Degradation of Proteins; peptides and glycopeptides
2171,195,Conserved Hypotheticals
2172,1518,Conserved Hypotheticals
2173,1194,MMM: Other membrane proteins
2174,663,Unknowns
2175,1830,Cell Process: Cell division
2176,570,MMM: Cell membrane-Lipoproteins
2177,294,Conserved Hypotheticals
2178,843,Conserved Hypotheticals
2179,837,Conserved Hypotheticals
2180,516,Unknowns
2181,855,SMM: Amino acid synthesis-Histidine
2182,282,SMM: Amino acid synthesis-Histidine
2182.1,453,Other: PPE family of proteins
2183,2445,SMM: Amino acid synthesis-Aspartate family
2184,879,Conserved Hypotheticals
2185,492,noRV
2185.1,303,Other: PE family: PGRS subfamily
2186,1389,Cell Process: Transport/Binding: amino acids
2187,933,SMM: Misc oxidoreductases and oxygenases
2188,1128,MMM: Aminoacyl tRNA synthases and their modification
2189,708,SMM: Intermediate Metabolism-of sulphur
2190,249,Conserved Hypotheticals
2191,789,Conserved Hypotheticals
2192,588,Conserved Hypotheticals
2193,711,Conserved Hypotheticals
2194,849,Cell Process: Efflux proteins
2195,414,Conserved Hypotheticals
2196,1077,MMM: Cell membrane-Lipoproteins
2197,1074,SMM: Pyrimidine ribonucleotide biosynthesis
2198,531,Conserved Hypotheticals
2199,1347,SMM: Amino acid synthesis-Aspartate family
2200,318,Unknowns
2201,216,noRV
2202,1059,Conserved Hypotheticals
2203,357,MMM: Other membrane proteins
2204,783,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2205,387,Unknowns
2206,726,Unknowns
2207,795,Conserved Hypotheticals
2208,807,Conserved Hypotheticals
2209,1206,Cell Process: Cell division
2210,945,Cell Process: Cell division
2211,1485,MMM: Murein sacculus and peptidoglycan
2212,1233,MMM: Murein sacculus and peptidoglycan
2213,1575,Cell Process: Cell division
2214,1491,MMM: Murein sacculus and peptidoglycan
2215,1080,MMM: Murein sacculus and peptidoglycan
2216,1533,MMM: Murein sacculus and peptidoglycan
2217,1746,MMM: Murein sacculus and peptidoglycan
2218,1035,Unknowns
2218.1,342,Unknowns
2219,867,SMM: Misc oxidoreductases and oxygenases
2220,1599,Other: PE family: PGRS subfamily
2221,2040,MMM: Murein sacculus and peptidoglycan
2222,1155,Unknowns
2223,1035,Conserved Hypotheticals
2224,432,Conserved Hypotheticals
2225,405,Unknowns
2226,621,Unknowns
2227,726,MMM: Cell membrane-Lipoproteins
2228,981,Unknowns
2229,1059,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
2230,1551,MMM: Other membrane proteins
2231,465,SMM: Repressors/activators
2232,1200,SMM: Ser/Thr protein kinases and phosphoprotein phosphatases
2233,666,Other: IS elements: Others
2234,1389,SMM: Amino acid synthesis-Aromatic
2234.1,507,Unknowns
2235,939,MMM: Other membrane proteins
2236,1284,MMM: Other membrane proteins
2237,744,Conserved Hypotheticals
2238,405,Unknowns
2239,1143,Conserved Hypotheticals
2240,435,Conserved Hypotheticals
2241,390,Conserved Hypotheticals
2242,1812,SMM: Degradation of fatty acids
2243,1158,Conserved Hypotheticals
2244,774,Unknowns
2245,1215,Other: Virulence
2246,279,noRV
2247,1914,MMM: DNA replication; repair; recombination and restriction/modification
2248,1044,SMM: Amino acid synthesis-Aromatic
2249,612,SMM: Respiration- aerobic
2250,843,SMM: Respiration- aerobic
2251,1290,SMM: Respiration- aerobic
2252,1650,SMM: Respiration- aerobic
2253,645,Unknowns
2254,900,MMM: Conserved membrane proteins
2255,420,MMM: Other membrane proteins
2256,1092,SMM: Respiration- aerobic
2257,1959,SMM: Amino acid synthesis-Aspartate family
2258,975,SMM: Degradation of Carbon compounds
2259,693,Unknowns
2260,357,Conserved Hypotheticals
2261,1146,Conserved Hypotheticals
2262,711,Unknowns
2263,1086,SMM: Biosyn of Cobalamin
2264,750,SMM: Biosyn of Cobalamin
2265,1539,Cell Process: Efflux proteins
2266,1107,SMM: Amino acid synthesis-Branched aa
2267,1140,SMM: Intermediate Metabolism-General
2268,1167,Conserved Hypotheticals
2269,1548,MMM: Degradation of Proteins; peptides and glycopeptides
2270,1779,Cell Process: Detoxification
2272,1662,SMM: Energy Metabolism-TCA cycle
2273,909,Conserved Hypotheticals
2274,723,SMM: Biosyn of Lipoate
2275,936,SMM: Biosyn of Lipoate
2276,753,Unknowns
2277,495,noRV
2278,1437,SMM: Amino acid synthesis-Glutamate family
2279,2985,SMM: Amino acid synthesis-Glutamate family
2280,1341,SMM: Amino acid synthesis-Glutamate family
2281,1563,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2282,1524,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2283,192,noRV
2284,846,SMM: Biosyn of Pantothenate
2285,1542,Unknowns
2285.2,228,noRV
2286,486,Unknowns
2287,1095,Unknowns
2289,1872,Conserved Hypotheticals
2290,978,SMM: Biosyn of Cobalamin
2291,420,noRV
2292,876,Unknowns
2293,492,SMM: Ser/Thr protein kinases and phosphoprotein phosphatases
2294,816,Unknowns
2295,942,SMM: Biosyn of Cobalamin
2296,816,Conserved Hypotheticals
2297,237,noRV
2298,462,Cell Process: Detoxification
2299,477,Unknowns
2300,786,Conserved Hypotheticals
2301,2706,SMM: Energy Metabolism-pyruvate dehydrogenase
2302,1245,Unknowns
2303,909,SMM: Biosyn of fatty and mycolic acids
2304,348,SMM: Biosyn of fatty and mycolic acids
2305,1251,SMM: Biosyn of fatty and mycolic acids
2306,1254,SMM: Biosyn of fatty and mycolic acids
2307,1422,SMM: Biosyn of fatty and mycolic acids
2308,816,Conserved Hypotheticals
2309,1545,SMM: Respiration- aerobic
2310,660,SMM: Repressors/activators
2311,1590,Conserved Hypotheticals
2312,929,Conserved Hypotheticals
2314,504,Unknowns
2315,456,Unknowns
2316,219,Unknowns
2317,534,Conserved Hypotheticals
2318,819,Unknowns
2319,1062,SMM: Repressors/activators
2320,1086,SMM: Misc oxidoreductases and oxygenases
2321,639,Conserved Hypotheticals
2322,1509,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2323,954,SMM: Misc oxidoreductases and oxygenases
2324,1779,Conserved Hypotheticals
2325,132,noRV
2326,96,noRV
2327,1230,MMM: Other membrane proteins
2328,1287,Other: Cytochrome P450 enzymes
2329,1167,Unknowns
2330,1470,Other: Cytochrome P450 enzymes
2330.1,183,Unknowns
2331,528,MMM: Cell membrane-Lipoproteins
2332,300,Unknowns
2333,369,Conserved Hypotheticals
2334,330,Unknowns
2334.1,171,noRV
2335,870,Unknowns
2336,1191,Other: Cytochrome P450 enzymes
2337,915,Other: Miscellaneous phosphatases; lyases and hydrolases
2338,1380,SMM: Misc oxidoreductases and oxygenases
2339,1659,Cell Process: Transport/Binding: Anions
2340,939,SMM: Repressors/activators
2341,249,Unknowns
2342,1296,MMM: Esterases and Lipases
2343,1338,Conserved Hypotheticals
2344,693,Conserved Hypotheticals
2345,1629,Cell Process: Transport/Binding: cations
2345.1,378,Unknowns
2346,783,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2347,579,MMM: Cell membrane-Lipoproteins
2348,807,SMM: Intermediate Metabolism-of sulphur
2349,225,Unknowns
2350,741,Unknowns
2351,1164,Other: Miscellaneous Transferases
2352,564,Conserved Hypotheticals
2353,903,Other: Miscellaneous phosphatases; lyases and hydrolases
2354,453,Unknowns
2355,972,Conserved Hypotheticals
2356,1944,Cell Process: Chaperones/Heat Shock
2357,933,Conserved Hypotheticals
2358,660,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2359,243,Conserved Hypotheticals
2360,924,Other: Antibiotic production and resistance
2361,210,Unknowns
2361.1,180,noRV
2362,1290,Unknowns
2363,627,Unknowns
2364,846,Conserved Hypotheticals
2364.1,111,noRV
2365,192,noRV
2365.1,402,noRV
2365.2,183,noRV
2366,717,SMM: Repressors/activators
2367,333,noRV
2367.1,327,noRV
2368,456,Other: IS elements: Phage related functions
2369,126,noRV
2370,168,noRV
2370.1,156,noRV
2370.2,165,noRV
2370.3,288,noRV
2371,153,noRV
2372,345,Other: IS elements: Phage related functions
2373,525,Unknowns
2374,270,Unknowns
2375,117,noRV
2376,855,Unknowns
2377,1374,Conserved Hypotheticals
2378,1518,Conserved Hypotheticals
2379,873,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
2380,825,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
2381,1281,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
2382,879,Unknowns
2383,1416,Cell Process: Transport/Binding: amino acids
2384.1,1211,SMM: Degradation of Amino acids and amines
2385,909,Conserved Hypotheticals
2386,447,SMM: Repressors/activators
2387,849,Conserved Hypotheticals
2388,2094,MMM: Other membrane proteins
2389,492,Conserved Hypotheticals
2390,1254,Other: PE family: PE subfamily
2391,1548,Cell Process: Transport/Binding: Anions
2392,528,MMM: Cell membrane-Lipoproteins
2393,588,Unknowns
2394,1647,SMM: Misc oxidoreductases and oxygenases
2395,1614,Cell Process: Efflux proteins
2396,171,noRV
2397,933,SMM: Amino acid synthesis-Serine family
2398,690,SMM: Amino acid synthesis-Serine family
2399,969,Unknowns
2400,1119,Unknowns
2401,957,SMM: Biosyn of Molybdopterin
2401.1,285,noRV
2401.2,210,noRV
2402,2889,MMM: Conserved membrane proteins
2404,1242,Other: PE family: PE subfamily
2405,171,noRV
2406,420,MMM: Cell membrane-Lipoproteins
2407,294,Unknowns
2408,1920,MMM: DNA replication; repair; recombination and restriction/modification
2409,1296,SMM: Misc. nucleoside/nucleotide reactions
2410,1983,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2411,285,Conserved Hypotheticals
2412,297,Conserved Hypotheticals
2413,327,Unknowns
2414,1527,MMM: Esterases and Lipases
2415,1539,MMM: Esterases and Lipases
2416,1563,MMM: Esterases and Lipases
2417,114,noRV
2418,228,noRV
2419,1176,Other: PPE family of proteins
2420,291,noRV
2421,300,noRV
2422,1248,Other: PPE family of proteins
2423,1866,noRV
2423.1,369,Other: IS elements: IS6124
2424,111,Other: IS elements: IS6125
2425,1848,Other: PPE family of proteins
2426,1392,MMM: Aminoacyl tRNA synthases and their modification
2427,408,SMM: Repressors/activators
2428,393,SMM: Repressors/activators
2429,429,Unknowns
2430,891,Conserved Hypotheticals
2431,798,Conserved Hypotheticals
2432,1455,Other: Miscellaneous phosphatases; lyases and hydrolases
2433,903,SMM: Misc. nucleoside/nucleotide reactions
2434,282,Conserved Hypotheticals
2435,1221,Conserved Hypotheticals
2436,534,Conserved Hypotheticals
2437,1059,SMM: Degradation of phosphorous compounds
2438,114,Unknowns
2439,1314,Conserved Hypotheticals
2440,288,Other: PE family: PE subfamily
2441,789,Conserved Hypotheticals
2442,1149,Cell Process: Chaperones/Heat Shock
2443,1032,Cell Process: Chaperones/Heat Shock
2444,318,Unknowns
2445,507,Conserved Hypotheticals
2445.1,216,SMM: Polyketide and non-ribosomal peptide synthesis
2446,1296,SMM: Polyketide and non-ribosomal peptide synthesis
2447,4386,SMM: Polyketide and non-ribosomal peptide synthesis
2448,5364,SMM: Polyketide and non-ribosomal peptide synthesis
2449,3030,SMM: Polyketide and non-ribosomal peptide synthesis
2450,1341,SMM: Polyketide and non-ribosomal peptide synthesis
2451,4245,SMM: Polyketide and non-ribosomal peptide synthesis
2452,1698,SMM: Polyketide and non-ribosomal peptide synthesis
2453,984,MMM: Esterases and Lipases
2454,1353,SMM: Amino acid synthesis-Aromatic
2455,210,noRV
2456,1293,Conserved Hypotheticals
2457,1173,SMM: Biosyn of Heme and Porphyrin
2458,465,Conserved Hypotheticals
2459,558,Conserved Hypotheticals
2460,102,noRV
2461,1668,SMM: Respiration- anaerobic
2462,765,SMM: Respiration- anaerobic
2463,846,Conserved Hypotheticals
2464,1932,SMM: Biosyn of Thioredoxin; glytaredoxin and mycothiol
2465,2004,MMM: Other membrane proteins
2466,216,noRV
2467,165,noRV
2467.1,1149,Other: PE family: PGRS subfamily
2468,1062,Cell Process: Transport/Binding: Anions
2469,819,Cell Process: Transport/Binding: Anions
2470,852,Cell Process: Transport/Binding: Anions
2471,1071,Cell Process: Transport/Binding: Anions
2472,405,Unknowns
2473,195,noRV
2474,1929,Conserved Hypotheticals
2475,756,MMM: Cell membrane-Lipoproteins
2476,1962,SMM: Misc. nucleoside/nucleotide reactions
2477,450,Unknowns
2478,294,Conserved Hypotheticals
2479,675,Conserved Hypotheticals
2480,273,noRV
2481,1005,Other: PE family: PE subfamily
2482,840,Conserved Hypotheticals
2483,978,Conserved Hypotheticals
2484,1656,Conserved Hypotheticals
2485,261,MMM: Ribosomal protein synthesis and modification
2486,969,Conserved Hypotheticals
2487,1554,Conserved Hypotheticals
2488,642,Conserved Hypotheticals
2488.1,609,noRV
2489,1164,Conserved Hypotheticals
2490,843,Conserved Hypotheticals
2491,744,Unknowns
2492,672,SMM: Energy metabolism-Glycolysis
2493,381,Conserved Hypotheticals
2494,636,Conserved Hypotheticals
2495,273,Unknowns
2496,1047,Unknowns
2497,1002,Other: IS elements: Others
2498,1443,Conserved Hypotheticals
2499,876,Conserved Hypotheticals
2500,1248,SMM: Amino acid synthesis-Glutamate family
2501,246,noRV
2502,195,noRV
2503,588,Cell Process: Detoxification
2504,534,Cell Process: Detoxification
2505,672,Other: PPE family of proteins
2506,300,Other: PE family: PE subfamily
2507,291,Unknowns
2508,1446,MMM: Other membrane proteins
2509,2193,Unknowns
2510,129,noRV
2511,915,SMM: Energy metabolism- Pentose phosphate pathway
2512,438,Conserved Hypotheticals
2513,2217,Conserved Hypotheticals
2514,129,noRV
2515,1131,SMM: Amino acid synthesis-Glutamate family
2516,1455,SMM: Misc. nucleoside/nucleotide reactions
2517,261,MMM: Ribosomal protein synthesis and modification
2518,315,MMM: Ribosomal protein synthesis and modification
2518.1,228,noRV
2519,1476,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
2520,1866,MMM: Degradation of RNA
2520.1,456,noRV
2521,411,SMM: Misc. nucleoside/nucleotide reactions
2522,372,Unknowns
2523,1464,SMM: Biosyn of Folic acid
2524,2631,MMM: Aminoacyl tRNA synthases and their modification
2525,1308,Conserved Hypotheticals
2526,567,Conserved Hypotheticals
2527,399,Unknowns
2527.1,147,Unknowns
2528,606,Unknowns
2529,1038,SMM: Misc oxidoreductases and oxygenases
2530,1977,SMM: Misc oxidoreductases and oxygenases
2531,1257,MMM: Other membrane proteins
2532,1281,MMM: Degradation of Proteins; peptides and glycopeptides
2533,909,Conserved Hypotheticals
2534,1572,Cell Process: Efflux proteins
2535,645,MMM: Degradation of Proteins; peptides and glycopeptides
2536,603,MMM: Degradation of Proteins; peptides and glycopeptides
2537,1401,Cell Process: Protein and peptide secretion
2538,1185,MMM: Esterases and Lipases
2539,807,MMM: DNA replication; repair; recombination and restriction/modification
2540,480,SMM: Energy metabolism- Pentose phosphate pathway
2541,879,Conserved Hypotheticals
2542,2586,MMM: Degradation of Proteins; peptides and glycopeptides
2543,504,Unknowns
2544,243,noRV
2545,669,Conserved Hypotheticals
2546,405,SMM: Respiration- aerobic
2547,1641,MMM: Polysaccharides (cytoplasmic)
2547.1,288,Unknowns
2547.2,150,noRV
2548,678,MMM: Other membrane proteins
2549,654,Unknowns
2550,417,Conserved Hypotheticals
2551,4875,Unknowns
2552,1677,MMM: Other membrane proteins
2553,507,Unknowns
2554,153,noRV
2554.1,258,noRV
2554.2,321,noRV
2555,2370,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2556,1743,Other: Miscellaneous Transferases
2557,1476,Conserved Hypotheticals
2558,171,noRV
2559,1266,MMM: Esterases and Lipases
2560,771,SMM: Degradation of fatty acids
2561,2085,Other: PE family: PGRS subfamily
2563,3342,SMM: Repressors/activators
2563.1,363,Unknowns
2564,4998,Other: PE family: PGRS subfamily
2565,207,noRV
2566,624,Unknowns
2567,753,Unknowns
2568,222,Conserved Hypotheticals
2569,426,Conserved Hypotheticals
2570,1182,SMM: Energy Metabolism-pyruvate dehydrogenase
2571,1047,SMM: Energy Metabolism-pyruvate dehydrogenase
2572,1104,SMM: Energy Metabolism-pyruvate dehydrogenase
2573,822,SMM: Energy Metabolism-TCA cycle
2574,558,SMM: Misc oxidoreductases and oxygenases
2575,1185,SMM: Degradation of fatty acids
2576,1965,SMM: Degradation of fatty acids
2577,1590,SMM: Degradation of fatty acids
2578,657,SMM: Degradation of fatty acids
2579,747,SMM: Degradation of fatty acids
2580,1644,SMM: Degradation of fatty acids
2581,696,SMM: Repressors/activators
2582,828,MMM: Other membrane proteins
2583,1347,MMM: Other membrane proteins
2584,807,SMM: Misc oxidoreductases and oxygenases
2585,1602,Conserved Hypotheticals
2586,648,Conserved Hypotheticals
2586.1,402,noRV
2587,1311,Other: IS elements: IS1083
2588,186,noRV
2589,423,Unknowns
2589.1,246,noRV
2590,462,Unknowns
2591,1248,Unknowns
2593,804,Unknowns
2593.1,294,Unknowns
2593.2,240,noRV
2594,1227,MMM: Cell membrane-Lipoproteins
2595,1506,Other: PE family: PE subfamily
2596,228,Conserved Hypotheticals
2597,474,Cell Process: Detoxification
2598,1413,Conserved Hypotheticals
2599,393,SMM: Biosyn of fatty and mycolic acids
2600,9210,SMM: Biosyn of fatty and mycolic acids
2600.1,246,noRV
2601,723,Unknowns
2601.1,336,noRV
2601.2,228,Conserved Hypotheticals
2602,402,Conserved Hypotheticals
2603,921,MMM: DNA replication; repair; recombination and restriction/modification
2604,1392,Unknowns
2605,420,Conserved Hypotheticals
2606,225,noRV
2607,2844,SMM: Degradation of Amino acids and amines
2608,873,MMM:RNA synthesis; RNA modification and DNA transcription
2609,564,MMM: Protein translation and modification
2610,1119,MMM: Degradation of Proteins; peptides and glycopeptides
2611,699,MMM: Other membrane proteins
2612,444,SMM: Amino acid synthesis-Aromatic
2613,1089,SMM: Amino acid synthesis-Aromatic
2614,531,SMM: Amino acid synthesis-Aromatic
2615,1206,SMM: Amino acid synthesis-Aromatic
2615.1,1122,Unknowns
2616,798,Conserved Hypotheticals
2617,228,noRV
2618,660,MMM: Cell membrane-Lipoproteins
2619,660,noRV
2620,663,MMM: Cell membrane-Lipoproteins
2621,279,Conserved Hypotheticals
2622,417,Conserved Hypotheticals
2623,273,Conserved Hypotheticals
2624,378,Conserved Hypotheticals
2625,375,noRV
2626,558,Unknowns
2627,246,Unknowns
2627.1,210,noRV
2628,420,Unknowns
2629,810,SMM: Amino acid synthesis-Aromatic
2630,1254,Unknowns
2631,513,Unknowns
2632,2715,MMM: Aminoacyl tRNA synthases and their modification
2633,390,Conserved Hypotheticals
2634,675,Conserved Hypotheticals
2635,711,Conserved Hypotheticals
2636,1359,Conserved Hypotheticals
2637,978,MMM: Other membrane proteins
2637.1,324,Unknowns
2638,639,Unknowns
2639,1050,MMM: Other membrane proteins
2640,993,Cell Process: Transport/Binding: amino acids
2641,1752,Conserved Hypotheticals
2642,3471,Unknowns
2643,2655,Conserved Hypotheticals
2644,1026,Conserved Hypotheticals
2645,945,Conserved Hypotheticals
2646,390,Unknowns
2647,1068,Conserved Hypotheticals
2648,1785,MMM: Aminoacyl tRNA synthases and their modification
2649,828,Unknowns
2650,504,Unknowns
2651,882,Conserved Hypotheticals
2652,465,Unknowns
2653,147,noRV
2654,1590,Unknowns
2655,1023,Unknowns
2656,903,Other: Miscellaneous phosphatases; lyases and hydrolases
2657,1272,MMM: Aminoacyl tRNA synthases and their modification
2658,741,Cell Process: Detoxification
2659,927,MMM: Protein translation and modification
2660,2382,SMM: Misc. nucleoside/nucleotide reactions
2661,672,SMM: Salvage of nucleotides and nucleosides
2662,1674,Conserved Hypotheticals
2663,1329,Cell Process: Protein and peptide secretion
2664,1665,Cell Process: Protein and peptide secretion
2665,348,Conserved Hypotheticals
2666,1350,SMM: Intermediate Metabolism-General
2667,3507,SMM: Degradation of fatty acids
2668,153,noRV
2668.1,1518,Other: PE family: PGRS subfamily
2669,1035,MMM: DNA replication; repair; recombination and restriction/modification
2670,591,MMM: DNA replication; repair; recombination and restriction/modification
2671,567,MMM: DNA replication; repair; recombination and restriction/modification
2672,384,Conserved Hypotheticals
2673,621,Unknowns
2673.1,465,Unknowns
2674,432,Conserved Hypotheticals
2674.1,459,Conserved Hypotheticals
2675,1572,SMM: Polyamine synthesis
2676,288,noRV
2677,441,Conserved Hypotheticals
2678,756,Conserved Hypotheticals
2679,597,Conserved Hypotheticals
2680,846,SMM: Biosyn of fatty and mycolic acids
2681,921,Conserved Hypotheticals
2682,675,SMM: Biosyn of Pyridoxine
2683,1743,Other: PPE family of proteins
2684,1056,Conserved Hypotheticals
2685,1137,Other: Miscellaneous Transferases
2686,951,Conserved Hypotheticals
2687,654,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2688,588,Conserved Hypotheticals
2689,2079,MMM: Aminoacyl tRNA synthases and their modification
2689.1,228,noRV
2690,1431,Other: PE family: PE subfamily
2691.1,501,Unknowns
2692,441,Unknowns
2693,678,Conserved Hypotheticals
2694,411,Unknowns
2695,426,Conserved Hypotheticals
2696,675,SMM: Repressors/activators
2697,822,Other: Miscellaneous Transferases
2698,894,Conserved Hypotheticals
2699,819,Conserved Hypotheticals
2700,1182,Conserved Hypotheticals
2701,432,Conserved Hypotheticals
2702,1242,Conserved Hypotheticals
2703,363,Unknowns
2704,1125,Unknowns
2705,540,Unknowns
2707,1299,Conserved Hypotheticals
2708,282,Conserved Hypotheticals
2709,486,Unknowns
2710,258,noRV
2712,2367,Other: PE family: PGRS subfamily
2713,243,Unknowns
2714,678,Unknowns
2715,657,Conserved Hypotheticals
2716,447,Conserved Hypotheticals
2717,333,Conserved Hypotheticals
2718,360,SMM: Repressors/activators
2719,459,Conserved Hypotheticals
2720,1497,Cell Process: Transport/Binding: Anions
2721,423,Unknowns
2722,132,noRV
2723,432,Unknowns
2724,999,Other: IS elements: Phage related functions
2725,369,Other: IS elements: Phage related functions
2726,282,noRV
2727,1440,Other: IS elements: Phage related functions
2728,534,Other: IS elements: Phage related functions
2729,492,Other: IS elements: Phage related functions
2730,324,Other: IS elements: Phage related functions
2731,246,Other: IS elements: Phage related functions
2732,1428,Other: IS elements: Phage related functions
2733,393,Other: IS elements: Phage related functions
2734,261,Other: IS elements: Phage related functions
2734.1,369,Other: IS elements: Phage related functions
2735,1161,Other: IS elements: Phage related functions
2736,228,Unknowns
2736.1,159,Unknowns
2737,234,Unknowns
2738,255,Unknowns
2739,282,Conserved Hypotheticals
2740,867,Other: IS elements: IS1084
2741,759,MMM: Degradation of Proteins; peptides and glycopeptides
2742,627,Unknowns
2743,471,SMM: Repressors/activators
2744,1110,Conserved Hypotheticals
2745,720,SMM: Biosyn of Riboflavin
2746,1557,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2747,1302,MMM: Other membrane proteins
2748,411,noRV
2749,753,Other: Miscellaneous Transferases
2750,696,Conserved Hypotheticals
2751,1359,SMM: Biosyn of Heme and Porphyrin
2752,1119,SMM: Biosyn of Heme and Porphyrin
2753,831,SMM: Degradation of fatty acids
2754,537,Conserved Hypotheticals
2755,1317,Conserved Hypotheticals
2756,1917,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
2757,498,Conserved Hypotheticals
2758,1290,Cell Process: Transport/Binding: Anions
2759,1287,Cell Process: Transport/Binding: Anions
2760,759,MMM: Other membrane proteins
2761,714,Unknowns
2762,954,MMM: Other membrane proteins
2763,1305,Other: Miscellaneous Transferases
2764,1974,MMM: Other membrane proteins
2765,684,Cell Process: Transport/Binding: cations
2766,663,Cell Process: Transport/Binding: cations
2767,672,Conserved Hypotheticals
2768,474,Conserved Hypotheticals
2769,708,Conserved Hypotheticals
2770,780,Conserved Hypotheticals
2771,465,SMM: 2'-deoxyribonucleotide metabolism
2772,486,Conserved Hypotheticals
2773,303,Conserved Hypotheticals
2774,651,Conserved Hypotheticals
2775,834,Cell Process: Chaperones/Heat Shock
2776,798,SMM: Degradation of Carbon compounds
2777,1587,MMM:RNA synthesis; RNA modification and DNA transcription
2777.1,429,Conserved Hypotheticals
2778,384,Unknowns
2779,189,Unknowns
2780,975,Conserved Hypotheticals
2781,249,Conserved Hypotheticals
2782,447,Conserved Hypotheticals
2783,972,MMM:RNA synthesis; RNA modification and DNA transcription
2784,693,SMM: Repressors/activators
2785,1059,Unknowns
2786,1407,SMM: Misc oxidoreductases and oxygenases
2787,975,Conserved Hypotheticals
2788,1026,MMM: Degradation of aromatic hydrocarbons
2789,687,Conserved Hypotheticals
2790,495,Conserved Hypotheticals
2791,465,Conserved Hypotheticals
2792,498,Conserved Hypotheticals
2793,654,SMM: Repressors/activators
2794,2100,Conserved Hypotheticals
2794.1,285,Unknowns
2795,1194,Cell Process: Transport/Binding: cations
2796,1161,SMM: Degradation of fatty acids
2797,1671,MMM: Degradation of Proteins; peptides and glycopeptides
2798,870,SMM: Amino acid synthesis-Aspartate family
2799,945,SMM: Misc. nucleoside/nucleotide reactions
2800,696,Conserved Hypotheticals
2801,906,Conserved Hypotheticals
2801.1,477,Unknowns
2802,1353,Unknowns
2802.1,543,Conserved Hypotheticals
2803,1539,Conserved Hypotheticals
2803.1,99,noRV
2803.2,855,Unknowns
2804,993,Unknowns
2805,537,MMM: DNA replication; repair; recombination and restriction/modification
2806,2373,MMM: DNA replication; repair; recombination and restriction/modification
2807,354,noRV
2808,207,Conserved Hypotheticals
2808.1,1263,Other: Miscellaneous Transferases
2810,267,Conserved Hypotheticals
2812,1365,Other: PE family: PGRS subfamily
2813,861,Conserved Hypotheticals
2814,813,Conserved Hypotheticals
2815,813,Conserved Hypotheticals
2816,339,SMM: Repressors/activators
2817,630,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2818,495,Conserved Hypotheticals
2819,2907,Cell Process: Cell division
2820,819,SMM: Misc oxidoreductases and oxygenases
2821,891,Conserved Hypotheticals
2822,1677,Conserved Hypotheticals
2823,903,SMM: Amino acid synthesis-Aspartate family
2824,753,Conserved Hypotheticals
2825,276,MMM: DNA replication; repair; recombination and restriction/modification
2826,1623,MMM: DNA replication; repair; recombination and restriction/modification
2827,417,Conserved Hypotheticals
2828,267,Conserved Hypotheticals
2829,396,Conserved Hypotheticals
2830,270,Conserved Hypotheticals
2831,1095,Unknowns
2832,420,Unknowns
2833,480,SMM: Biosyn of Folic acid
2834,801,SMM: 2'-deoxyribonucleotide metabolism
2835,738,Unknowns
2836,783,SMM: Biosyn of fatty and mycolic acids
2837,291,Unknowns
2838,1389,Other: PPE family of proteins
2839,828,Other: PE family: PE subfamily
2840,1209,Other: PPE family of proteins
2841,453,Unknowns
2842,474,Unknowns
2843,738,SMM: Amino acid synthesis-Aspartate family
2844,414,Unknowns
2845,558,Unknowns
2846,1092,SMM: Misc oxidoreductases and oxygenases
2847,1182,Unknowns
2848,471,Conserved Hypotheticals
2849,546,SMM: Repressors/activators
2850,1116,SMM: Degradation of Amino acids and amines
2851,1035,SMM: Misc oxidoreductases and oxygenases
2852,1317,MMM: Degradation of Proteins; peptides and glycopeptides
2853,2259,MMM:RNA synthesis; RNA modification and DNA transcription
2854,516,MMM: Cell membrane-Lipoproteins
2855,270,MMM: Ribosomal protein synthesis and modification
